age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,skill_moves
22,172,69,66,78,1100000,2000,3
19,182,79,66,78,1100000,4000,3
21,175,70,66,78,1100000,6000,3
20,181,74,66,78,1200000,500,2
21,170,65,66,78,1200000,4000,3
19,190,80,66,78,1100000,2000,3
19,191,84,66,78,900000,1000,1
20,179,66,66,78,1200000,3000,3
20,175,65,66,78,1200000,9000,4
19,189,83,66,78,1000000,5000,2
20,174,65,66,78,1100000,6000,3
20,189,75,66,78,925000,2000,1
21,173,60,66,78,1200000,6000,4
21,179,72,66,78,1200000,1000,3
22,179,75,66,78,1100000,4000,2
20,173,62,66,78,1100000,2000,3
22,183,76,66,77,1100000,7000,3
22,180,76,66,77,1000000,2000,2
22,190,79,66,77,1000000,11000,2
21,188,75,66,77,1100000,10000,3
22,177,73,66,77,1100000,3000,3
23,187,81,66,77,1000000,4000,2
20,178,76,66,77,1000000,2000,2
21,185,76,66,77,1000000,3000,2
20,183,75,66,77,1100000,3000,2
20,181,70,66,77,1100000,4000,3
22,194,88,66,77,875000,2000,1
21,182,76,66,77,1100000,4000,3
22,180,70,66,77,1000000,4000,2
21,183,75,66,77,1000000,2000,2
20,183,76,66,77,1100000,2000,3
21,182,78,66,77,1100000,3000,3
21,195,79,66,77,1000000,15000,2
20,196,88,66,77,900000,4000,1
20,174,68,66,77,1100000,5000,2
22,173,67,66,77,1100000,5000,3
20,175,70,66,77,1100000,3000,3
21,176,75,66,77,1100000,6000,2
20,185,81,66,77,1000000,5000,2
20,191,86,66,77,1000000,5000,2
21,190,85,66,77,900000,2000,1
22,175,70,66,77,1100000,3000,3
22,183,75,66,77,1100000,500,2
21,167,64,66,77,1100000,4000,2
22,179,73,66,77,1100000,500,2
23,178,64,66,76,950000,3000,2
21,191,78,66,76,950000,5000,2
22,185,70,66,76,925000,2000,2
21,175,75,66,76,1100000,4000,3
20,180,76,66,76,1000000,500,2
21,180,75,66,76,1000000,2000,3
21,180,71,66,76,1000000,2000,3
21,176,76,66,76,950000,3000,2
22,191,82,66,76,950000,3000,2
23,190,82,66,76,950000,3000,2
22,176,75,66,76,1000000,2000,3
20,182,76,66,76,950000,2000,2
23,186,76,66,76,950000,5000,2
21,187,76,66,76,1000000,2000,3
19,178,66,66,76,900000,1000,2
21,185,79,66,76,1100000,7000,3
23,180,80,66,76,950000,500,2
19,187,86,66,76,925000,6000,2
20,178,72,66,76,975000,3000,2
22,187,75,66,76,950000,1000,2
21,168,63,66,76,975000,500,2
22,178,75,66,76,925000,3000,3
22,183,75,66,76,950000,2000,2
23,190,78,66,75,900000,3000,2
23,185,71,66,75,900000,500,2
23,175,75,66,75,925000,3000,3
24,180,70,66,75,900000,500,2
21,171,61,66,75,1000000,2000,4
24,183,78,66,75,900000,500,2
22,180,68,66,75,1000000,4000,3
22,170,75,66,75,1000000,5000,3
23,173,74,66,75,1000000,4000,3
22,178,69,66,75,1000000,3000,3
22,191,87,66,75,975000,3000,2
24,186,79,66,75,900000,6000,2
23,191,83,66,75,900000,3000,2
23,174,67,66,75,1000000,4000,3
23,167,58,66,75,1000000,1000,3
23,184,80,66,75,775000,3000,1
23,181,75,66,75,775000,3000,1
23,174,70,66,75,1000000,11000,3
21,191,77,66,75,1000000,4000,2
23,170,68,66,75,1000000,2000,2
21,188,80,66,75,1000000,7000,3
23,186,76,66,75,925000,3000,2
22,165,68,66,75,1000000,1000,3
22,182,70,66,75,975000,4000,3
22,188,75,66,75,900000,6000,2
21,184,78,66,75,900000,2000,2
22,177,74,66,75,900000,500,3
22,184,72,66,75,1000000,8000,3
21,168,65,66,75,975000,4000,3
22,180,72,66,75,900000,1000,3
22,186,72,66,75,900000,9000,2
23,177,64,66,75,900000,2000,2
21,177,74,66,75,900000,2000,2
23,170,70,66,75,1000000,5000,4
22,182,74,66,75,1000000,5000,2
22,180,65,66,75,900000,2000,2
23,174,65,66,75,925000,3000,3
22,177,73,66,75,900000,4000,3
21,183,72,66,75,900000,3000,2
23,182,72,66,75,900000,5000,2
23,183,75,66,75,925000,7000,2
23,177,71,66,75,975000,4000,3
21,180,76,66,75,975000,3000,3
22,189,79,66,75,775000,8000,1
21,184,78,66,75,1000000,6000,3
20,175,70,66,75,1000000,3000,4
21,185,78,66,75,975000,3000,2
20,185,79,66,75,1000000,3000,2
21,173,67,66,75,1000000,6000,3
22,178,75,66,75,1000000,500,3
21,180,73,66,75,900000,2000,3
23,177,70,66,75,975000,5000,3
23,184,69,66,75,1000000,2000,3
23,177,70,66,75,900000,3000,2
21,168,63,66,75,900000,500,3
23,177,73,66,75,900000,2000,3
22,180,75,66,75,1000000,3000,2
21,180,78,66,75,925000,8000,2
20,189,82,66,75,925000,2000,2
21,186,73,66,75,975000,500,2
24,188,70,66,74,725000,5000,1
23,185,78,66,74,725000,7000,1
24,192,84,66,74,725000,500,1
24,178,80,66,74,875000,2000,3
24,194,87,66,74,725000,2000,1
24,186,78,66,74,725000,3000,1
23,184,62,66,74,925000,9000,3
23,180,64,66,74,875000,3000,2
22,178,68,66,74,950000,500,3
23,179,68,66,74,950000,5000,3
23,184,74,66,74,950000,8000,3
23,175,75,66,74,950000,11000,3
23,178,74,66,74,850000,2000,2
22,187,80,66,74,950000,5000,3
23,173,76,66,74,850000,3000,3
22,180,77,66,74,850000,2000,3
22,184,70,66,74,875000,4000,3
22,183,73,66,74,925000,11000,3
23,174,73,66,74,875000,4000,3
24,190,88,66,74,725000,3000,1
23,184,80,66,74,850000,4000,2
23,175,66,66,74,875000,8000,2
19,188,80,66,74,925000,8000,3
21,175,73,66,74,950000,3000,3
22,183,76,66,74,950000,4000,3
21,173,70,66,74,950000,3000,2
22,189,78,66,74,875000,4000,2
22,178,75,66,74,950000,6000,2
23,179,65,66,74,950000,6000,3
23,193,80,66,74,950000,5000,3
23,178,70,66,74,950000,3000,3
22,183,73,66,74,875000,2000,2
23,180,70,66,74,850000,2000,2
22,174,73,66,74,850000,2000,2
20,187,81,66,74,950000,2000,3
22,182,75,66,74,950000,4000,3
21,172,65,66,74,950000,500,2
22,174,66,66,74,850000,2000,2
22,189,86,66,74,875000,3000,2
23,173,68,66,74,950000,3000,4
22,177,75,66,74,875000,3000,2
22,181,73,66,74,925000,3000,3
21,178,72,66,74,850000,2000,2
22,180,74,66,74,925000,5000,2
22,185,81,66,74,850000,4000,2
23,174,67,66,74,850000,3000,2
23,178,78,66,74,950000,3000,2
23,179,76,66,74,950000,500,3
22,184,80,66,74,850000,3000,2
22,166,62,66,74,950000,500,2
21,177,72,66,74,950000,500,2
23,180,67,66,74,850000,500,2
21,184,75,66,74,850000,500,2
24,181,74,66,73,800000,3000,2
24,179,73,66,73,800000,2000,3
25,179,76,66,73,825000,2000,3
24,178,77,66,73,900000,1000,3
24,180,71,66,73,900000,3000,2
24,188,70,66,73,825000,9000,2
24,177,72,66,73,900000,5000,3
24,184,82,66,73,800000,3000,2
23,180,70,66,73,825000,3000,3
24,171,67,66,73,900000,4000,3
24,177,68,66,73,800000,2000,2
24,189,80,66,73,675000,2000,1
23,188,73,66,73,825000,9000,2
25,189,78,66,73,800000,4000,2
23,180,70,66,73,800000,2000,2
23,183,69,66,73,925000,2000,3
23,178,68,66,73,800000,2000,2
25,190,83,66,73,800000,750,2
22,183,82,66,73,825000,5000,2
24,173,63,66,73,900000,2000,3
22,175,77,66,73,900000,15000,3
24,185,79,66,73,825000,10000,2
23,180,66,66,73,900000,2000,2
24,179,72,66,73,825000,2000,2
23,189,77,66,73,925000,10000,2
23,181,79,66,73,925000,500,3
23,195,77,66,73,675000,2000,1
24,175,70,66,73,825000,4000,2
24,178,76,66,73,825000,1000,2
24,176,63,66,73,900000,5000,3
22,173,70,66,73,800000,9000,3
23,187,81,66,73,825000,3000,3
23,190,82,66,73,825000,6000,2
24,173,72,66,73,925000,2000,3
24,179,82,66,73,925000,5000,3
24,184,81,66,73,825000,5000,2
23,177,78,66,73,800000,5000,2
23,187,76,66,73,825000,6000,2
23,184,80,66,73,900000,5000,2
24,183,80,66,73,800000,1000,2
24,190,83,66,73,925000,3000,2
24,178,70,66,73,900000,7000,3
22,189,80,66,73,825000,1000,2
23,198,94,66,73,675000,750,1
21,183,84,66,73,925000,3000,3
24,180,84,66,73,825000,4000,2
24,184,77,66,73,825000,2000,2
22,200,92,66,73,925000,4000,2
23,191,91,66,73,825000,3000,2
23,180,68,66,73,900000,4000,3
24,179,73,66,73,925000,5000,4
22,190,88,66,73,675000,2000,1
23,183,71,66,73,825000,2000,2
24,187,78,66,73,825000,2000,2
22,195,90,66,73,925000,4000,2
22,167,65,66,73,900000,3000,3
23,186,78,66,73,825000,3000,2
23,185,74,66,73,825000,2000,2
24,165,66,66,73,900000,2000,3
24,185,80,66,73,825000,2000,2
24,180,75,66,73,900000,3000,3
22,191,75,66,73,825000,3000,2
23,184,75,66,73,925000,2000,2
21,182,76,66,73,925000,3000,2
23,175,68,66,73,800000,5000,2
22,182,72,66,73,825000,500,2
19,169,63,66,73,775000,500,2
22,179,75,66,73,900000,7000,2
23,190,80,66,73,925000,2000,2
23,180,72,66,73,900000,6000,3
24,178,71,66,72,875000,2000,3
23,192,80,66,72,675000,3000,1
22,182,65,66,72,875000,3000,3
24,182,70,66,72,875000,4000,4
23,192,86,66,72,800000,2000,2
23,183,77,66,72,800000,2000,2
24,182,73,66,72,775000,2000,3
25,187,80,66,72,775000,4000,2
24,180,70,66,72,775000,3000,2
23,175,65,66,72,875000,3000,3
23,175,74,66,72,875000,3000,3
23,182,73,66,72,800000,3000,2
24,172,64,66,72,875000,2000,3
23,179,77,66,72,800000,2000,3
22,188,80,66,72,875000,7000,3
23,180,71,66,72,775000,3000,2
25,175,70,66,72,800000,3000,2
24,186,75,66,72,775000,9000,3
23,181,76,66,72,800000,3000,2
24,185,81,66,72,775000,2000,2
24,165,53,66,72,875000,3000,4
24,188,84,66,72,875000,3000,2
24,178,62,66,72,875000,3000,2
23,176,76,66,72,875000,2000,3
23,190,83,66,72,800000,3000,2
24,181,76,66,72,675000,2000,1
25,188,82,66,72,775000,2000,2
25,184,74,66,72,775000,3000,2
23,192,88,66,72,675000,5000,1
24,175,67,66,72,875000,500,3
24,178,77,66,72,900000,3000,2
23,181,73,66,72,875000,500,3
24,176,67,66,72,875000,7000,3
24,180,70,66,72,875000,3000,3
23,182,70,66,72,875000,3000,3
23,186,75,66,72,800000,3000,2
24,183,76,66,72,875000,2000,3
23,193,85,66,72,675000,2000,1
23,185,72,66,72,800000,3000,2
24,181,72,66,72,800000,4000,2
21,178,77,66,72,800000,2000,2
23,171,64,66,72,875000,4000,2
23,181,75,66,72,875000,5000,2
24,186,75,66,72,775000,1000,3
22,177,70,66,72,775000,500,2
23,174,68,66,72,875000,14000,2
23,183,74,66,72,800000,3000,2
22,170,65,66,72,875000,1000,2
25,194,85,66,72,650000,2000,1
21,184,74,66,72,900000,3000,3
23,182,66,66,72,900000,2000,2
23,189,75,66,72,875000,4000,2
22,177,66,66,72,800000,6000,2
22,174,70,66,72,775000,3000,2
24,180,74,66,71,850000,2000,3
26,178,83,66,71,750000,5000,2
24,180,68,66,71,775000,2000,2
25,178,72,66,71,750000,2000,3
24,180,75,66,71,850000,3000,2
25,181,74,66,71,775000,5000,2
24,185,80,66,71,875000,2000,2
25,180,77,66,71,875000,3000,2
25,188,75,66,71,850000,4000,3
25,184,72,66,71,625000,500,1
26,190,85,66,71,625000,6000,1
24,190,77,66,71,650000,2000,1
25,188,81,66,71,775000,3000,2
24,185,84,66,71,875000,7000,3
25,178,79,66,71,775000,2000,2
24,167,70,66,71,750000,2000,3
24,168,63,66,71,850000,12000,3
25,170,69,66,71,850000,4000,4
24,180,70,66,71,750000,4000,2
24,187,72,66,71,750000,3000,2
25,171,65,66,71,850000,2000,3
24,178,71,66,71,850000,2000,3
24,190,74,66,71,875000,2000,2
25,173,68,66,71,850000,4000,2
23,173,67,66,71,850000,4000,3
24,178,69,66,71,850000,2000,2
24,182,73,66,71,850000,7000,3
24,173,70,66,71,750000,650,2
23,180,74,66,71,850000,3000,2
24,177,72,66,71,875000,3000,4
24,190,83,66,71,850000,2000,3
24,183,76,66,71,750000,2000,2
25,186,79,66,71,875000,2000,2
25,185,77,66,71,775000,4000,2
26,179,75,66,71,775000,3000,2
23,178,76,66,71,875000,2000,2
24,184,79,66,71,775000,2000,2
25,173,70,66,71,775000,3000,2
25,182,75,66,71,775000,2000,2
25,175,77,66,71,850000,3000,4
24,175,70,66,71,775000,3000,3
24,170,69,66,71,850000,2000,3
24,185,78,66,71,850000,500,3
24,186,68,66,71,775000,3000,2
24,181,75,66,71,850000,10000,3
23,179,64,66,71,875000,500,3
24,183,79,66,71,750000,2000,2
24,176,65,66,71,750000,1000,3
23,180,77,66,71,775000,3000,3
23,172,64,66,71,850000,3000,4
23,193,89,66,71,650000,1000,1
25,180,75,66,71,750000,5000,2
24,180,79,66,71,875000,7000,2
25,183,75,66,71,775000,2000,2
24,189,84,66,71,650000,2000,1
25,177,73,66,71,750000,500,2
25,178,71,66,71,750000,7000,2
24,194,95,66,71,0,0,2
24,180,73,66,71,775000,3000,3
22,178,75,66,71,750000,500,3
24,183,79,66,71,750000,500,2
24,172,67,66,71,850000,500,3
25,176,69,66,71,775000,2000,2
25,183,83,66,71,625000,500,1
21,177,79,66,71,875000,500,3
24,174,70,66,71,750000,4000,2
25,170,73,66,70,825000,3000,2
27,191,96,66,70,575000,6000,1
26,179,76,66,70,750000,3000,2
25,179,72,66,70,825000,2000,2
26,184,72,66,70,600000,3000,1
27,190,67,66,70,575000,1000,1
27,191,81,66,70,575000,3000,1
25,180,70,66,70,750000,4000,2
25,179,76,66,70,850000,4000,3
24,182,70,66,70,850000,3000,3
25,181,70,66,70,725000,12000,3
26,193,75,66,70,725000,5000,2
25,174,63,66,70,750000,2000,3
24,183,80,66,70,750000,3000,2
26,188,79,66,70,725000,3000,2
26,189,78,66,70,725000,13000,2
26,184,76,66,70,750000,6000,2
25,173,72,66,70,825000,2000,3
25,172,63,66,70,750000,2000,3
25,192,76,66,70,750000,3000,2
24,180,78,66,70,825000,2000,2
26,186,81,66,70,600000,6000,1
25,182,75,66,70,725000,3000,2
25,170,68,66,70,750000,2000,3
26,186,72,66,70,725000,4000,2
26,174,67,66,70,750000,2000,2
25,185,78,66,70,750000,2000,2
22,170,79,66,70,750000,2000,2
26,186,79,66,70,725000,500,2
25,191,80,66,70,850000,8000,3
25,180,76,66,70,750000,1000,2
27,186,81,66,70,575000,2000,1
23,182,74,66,70,850000,2000,3
23,192,76,66,70,750000,3000,2
26,185,77,66,70,725000,7000,2
24,179,72,66,70,850000,4000,3
25,189,74,66,70,750000,7000,2
23,179,77,66,70,750000,3000,2
25,171,70,66,70,750000,3000,2
26,184,78,66,70,725000,3000,2
24,178,67,66,70,850000,3000,2
25,189,81,66,70,750000,3000,2
24,180,73,66,70,750000,500,3
22,175,81,66,70,850000,500,3
25,170,61,66,70,725000,500,2
24,187,75,66,70,850000,3000,2
26,178,64,66,69,775000,3000,3
28,194,78,66,69,575000,2000,1
26,196,86,66,69,575000,3000,1
27,183,72,66,69,575000,3000,1
26,180,70,66,69,775000,3000,3
27,188,82,66,69,575000,2000,1
26,180,73,66,69,700000,2000,3
25,177,68,66,69,700000,5000,2
26,188,83,66,69,700000,4000,2
26,179,69,66,69,700000,4000,2
28,199,99,66,69,575000,2000,1
25,180,80,66,69,800000,6000,3
26,191,85,66,69,725000,2000,2
26,182,76,66,69,825000,3000,3
25,175,69,66,69,800000,3000,3
25,173,70,66,69,800000,2000,3
27,185,80,66,69,700000,2000,2
25,186,78,66,69,825000,6000,3
25,180,72,66,69,800000,4000,3
26,177,70,66,69,0,0,2
25,172,76,66,69,800000,2000,3
25,170,66,66,69,700000,9000,2
26,182,77,66,69,825000,12000,3
26,179,74,66,69,725000,3000,2
26,175,72,66,69,700000,2000,2
25,188,86,66,69,825000,6000,2
26,186,86,66,69,725000,9000,2
27,178,71,66,69,700000,500,2
26,172,77,66,69,775000,1000,3
26,183,77,66,69,575000,2000,1
26,178,70,66,69,775000,2000,3
26,190,87,66,69,825000,3000,2
25,170,72,66,69,800000,3000,3
25,189,87,66,69,725000,3000,2
24,185,70,66,69,825000,2000,3
25,178,72,66,69,800000,4000,4
26,186,77,66,69,725000,8000,2
26,188,84,66,69,575000,3000,1
25,181,81,66,69,725000,3000,2
24,163,74,66,69,800000,3000,2
26,183,71,66,69,700000,2000,2
26,186,77,66,69,725000,2000,2
25,191,91,66,69,600000,2000,1
25,175,63,66,69,800000,2000,4
27,186,81,66,69,700000,3000,2
25,192,84,66,69,825000,4000,2
25,185,70,66,69,800000,1000,3
25,174,60,66,69,800000,3000,3
24,172,65,66,69,825000,4000,3
25,190,80,66,69,725000,5000,2
23,177,75,66,69,825000,3000,3
25,176,78,66,69,800000,1000,3
26,180,73,66,69,725000,3000,2
24,170,62,66,69,825000,3000,3
26,173,68,66,69,775000,2000,2
26,180,74,66,69,775000,5000,3
27,192,77,66,69,700000,2000,2
23,197,92,66,69,725000,3000,2
27,193,84,66,69,700000,2000,2
26,185,79,66,69,825000,500,3
24,188,79,66,69,750000,1000,2
26,183,82,66,69,825000,4000,2
25,186,86,66,69,825000,3000,2
25,183,80,66,69,800000,2000,3
27,179,76,66,69,700000,500,2
25,162,64,66,69,800000,5000,3
26,188,90,66,69,700000,2000,2
24,174,69,66,69,825000,3000,3
25,177,74,66,69,800000,5000,3
25,179,77,66,69,725000,2000,2
26,184,72,66,69,700000,2000,2
25,166,67,66,69,800000,3000,4
26,188,77,66,69,725000,3000,2
27,179,74,66,69,700000,3000,2
26,183,72,66,69,700000,2000,3
26,184,79,66,69,575000,6000,1
26,183,73,66,69,700000,3000,2
26,187,87,66,69,725000,500,2
24,175,64,66,69,825000,500,3
26,170,69,66,69,800000,500,3
24,176,69,66,69,825000,500,3
26,188,70,66,69,725000,2000,2
25,177,73,66,69,825000,4000,2
25,191,89,66,69,600000,500,1
25,168,66,66,69,0,0,3
29,183,75,66,68,550000,1000,1
27,182,78,66,68,675000,3000,3
26,177,72,66,68,700000,8000,3
26,172,70,66,68,675000,4000,2
27,185,88,66,68,675000,3000,2
27,181,75,66,68,675000,3000,2
28,186,80,66,68,650000,3000,2
27,186,88,66,68,550000,2000,1
26,179,65,66,68,675000,3000,3
27,175,75,66,68,675000,4000,3
27,189,79,66,68,550000,6000,1
29,187,85,66,68,550000,3000,1
26,180,73,66,68,800000,6000,3
26,180,73,66,68,800000,5000,2
26,187,82,66,68,700000,3000,2
26,182,66,66,68,800000,3000,3
26,168,70,66,68,775000,2000,3
27,188,88,66,68,675000,3000,2
26,181,73,66,68,800000,5000,2
25,178,76,66,68,775000,3000,3
26,187,79,66,68,675000,2000,2
27,185,70,66,68,675000,4000,3
27,194,89,66,68,675000,5000,2
25,179,61,66,68,775000,2000,3
25,183,73,66,68,775000,2000,3
25,178,73,66,68,775000,3000,3
27,185,76,66,68,675000,4000,2
25,188,77,66,68,575000,500,1
27,185,75,66,68,675000,2000,2
26,180,66,66,68,800000,6000,3
27,181,78,66,68,675000,3000,2
27,188,79,66,68,675000,2000,2
26,174,70,66,68,700000,2000,3
26,180,80,66,68,675000,3000,2
26,187,73,66,68,700000,5000,2
26,163,59,66,68,675000,500,2
26,178,69,66,68,775000,6000,3
26,182,82,66,68,550000,3000,1
26,186,80,66,68,675000,4000,2
26,186,80,66,68,800000,500,2
28,186,78,66,68,650000,4000,2
24,183,80,66,68,700000,500,2
25,170,62,66,68,775000,4000,3
29,189,82,66,67,600000,4000,2
29,186,75,66,67,525000,3000,1
27,190,80,66,67,525000,3000,1
26,187,81,66,67,650000,1000,2
27,185,73,66,67,650000,2000,2
27,173,71,66,67,725000,4000,3
28,189,80,66,67,550000,4000,1
27,178,70,66,67,725000,2000,2
26,181,77,66,67,750000,4000,3
28,170,68,66,67,650000,3000,3
26,176,63,66,67,750000,4000,3
27,180,84,66,67,750000,1000,3
28,192,86,66,67,625000,5000,2
27,167,74,66,67,650000,4000,2
27,174,68,66,67,650000,4000,2
26,183,73,66,67,650000,2000,2
27,180,70,66,67,750000,2000,4
27,180,77,66,67,750000,3000,3
28,190,80,66,67,625000,3000,2
28,178,78,66,67,650000,2000,2
26,192,90,66,67,775000,6000,3
27,183,80,66,67,750000,2000,2
27,181,76,66,67,750000,3000,2
28,184,80,66,67,550000,8000,1
27,188,84,66,67,650000,3000,2
27,181,77,66,67,650000,5000,3
28,188,81,66,67,625000,2000,2
27,170,69,66,67,750000,4000,4
30,183,83,66,67,500000,500,1
27,177,69,66,67,725000,3000,3
26,178,75,66,67,650000,500,3
27,178,76,66,67,750000,500,3
27,185,72,66,67,750000,5000,3
27,186,79,66,67,750000,10000,2
27,185,78,66,67,750000,3000,2
27,176,70,66,67,650000,3000,3
26,168,68,66,67,750000,3000,3
28,187,84,66,67,625000,3000,2
27,186,86,66,67,750000,5000,3
28,188,79,66,67,625000,5000,2
27,186,85,66,67,650000,9000,2
26,175,65,66,67,650000,2000,2
27,172,70,66,67,650000,1000,3
27,175,67,66,67,650000,1000,2
27,183,79,66,67,650000,2000,2
27,180,67,66,67,750000,2000,3
26,188,79,66,67,750000,3000,3
29,187,80,66,67,525000,4000,1
26,183,73,66,67,750000,3000,3
27,175,70,66,67,650000,500,3
25,169,60,66,67,775000,3000,3
29,201,95,66,67,600000,3000,2
27,179,65,66,67,650000,1000,2
26,187,81,66,67,750000,2000,3
26,178,70,66,67,750000,3000,3
26,180,73,66,67,750000,2000,4
29,190,81,66,67,600000,2000,2
27,183,79,66,67,750000,3000,3
26,188,86,66,67,750000,3000,3
25,180,69,66,67,775000,3000,3
26,189,80,66,67,775000,2000,3
27,179,75,66,67,750000,3000,3
28,187,83,66,67,625000,3000,2
29,191,87,66,67,525000,1000,1
26,176,68,66,67,650000,3000,2
26,175,72,66,67,750000,2000,3
26,173,62,66,67,750000,2000,2
27,183,72,66,67,750000,500,3
29,183,73,66,67,600000,3000,2
28,181,73,66,67,650000,3000,3
26,182,73,66,67,750000,3000,3
28,185,80,66,67,625000,3000,2
26,185,68,66,67,750000,2000,4
27,175,70,66,67,650000,2000,2
27,171,70,66,67,750000,2000,3
27,178,75,66,67,650000,3000,2
26,175,68,66,67,750000,2000,3
29,184,77,66,67,525000,3000,1
26,178,70,66,67,750000,4000,2
25,174,73,66,67,775000,500,3
27,176,70,66,67,725000,3000,3
27,189,88,66,67,650000,500,2
29,181,75,66,67,600000,500,2
27,167,60,66,67,650000,500,2
26,178,67,66,67,750000,500,3
27,182,83,66,67,750000,500,2
27,172,65,66,67,725000,2000,2
27,188,75,66,67,650000,6000,2
28,187,82,66,67,650000,4000,2
26,187,72,66,67,775000,4000,2
29,183,76,66,67,600000,4000,2
27,184,78,66,67,650000,3000,2
36,182,73,66,66,200000,1000,3
35,191,85,66,66,170000,9000,1
36,188,83,66,66,130000,2000,2
36,179,74,66,66,200000,1000,3
38,188,94,66,66,70000,600,1
34,188,86,66,66,275000,8000,1
35,178,67,66,66,300000,5000,3
33,181,80,66,66,325000,4000,3
34,189,87,66,66,250000,2000,3
35,180,76,66,66,300000,7000,3
33,181,78,66,66,375000,3000,3
34,175,70,66,66,250000,5000,3
35,190,85,66,66,170000,800,1
38,168,71,66,66,220000,3000,3
39,170,65,66,66,170000,3000,3
34,177,76,66,66,325000,4000,3
35,173,70,66,66,275000,3000,3
35,181,76,66,66,200000,2000,2
35,179,71,66,66,180000,2000,2
34,191,82,66,66,240000,11000,2
36,180,74,66,66,200000,1000,3
34,176,62,66,66,325000,3000,4
35,180,80,66,66,275000,2000,2
34,185,87,66,66,240000,4000,2
34,187,68,66,66,325000,5000,3
34,178,79,66,66,250000,4000,2
35,181,79,66,66,180000,2000,2
33,178,72,66,66,400000,3000,2
32,193,88,66,66,0,0,3
32,185,85,66,66,425000,4000,2
32,176,67,66,66,500000,4000,3
33,178,71,66,66,325000,4000,2
33,182,75,66,66,400000,2000,3
37,183,83,66,66,140000,3000,2
34,198,95,66,66,275000,4000,1
32,187,86,66,66,425000,4000,2
32,183,78,66,66,400000,3000,2
32,185,87,66,66,400000,4000,2
38,179,82,66,66,230000,500,2
30,187,89,66,66,425000,2000,1
34,185,72,66,66,250000,4000,2
31,182,75,66,66,475000,2000,3
32,185,85,66,66,425000,2000,2
31,196,93,66,66,425000,6000,1
33,170,75,66,66,300000,2000,3
32,186,87,66,66,425000,2000,2
32,177,79,66,66,400000,3000,2
34,189,92,66,66,250000,3000,2
33,170,68,66,66,325000,5000,2
31,188,90,66,66,425000,3000,1
34,179,72,66,66,230000,2000,2
37,193,87,66,66,130000,500,2
32,183,73,66,66,475000,4000,3
36,184,83,66,66,110000,2000,1
33,181,80,66,66,350000,2000,1
32,170,62,66,66,500000,5000,3
35,184,81,66,66,200000,2000,2
33,171,74,66,66,400000,3000,3
31,177,71,66,66,475000,4000,2
33,178,74,66,66,400000,3000,4
32,194,90,66,66,0,0,1
30,170,67,66,66,600000,4000,2
33,191,107,66,66,350000,2000,1
31,193,80,66,66,475000,4000,2
33,185,80,66,66,400000,3000,3
35,188,91,66,66,170000,1000,1
36,175,79,66,66,200000,1000,3
31,176,74,66,66,475000,1000,2
35,185,73,66,66,170000,2000,1
33,178,71,66,66,400000,5000,3
32,178,71,66,66,500000,5000,3
32,178,70,66,66,400000,4000,3
34,183,70,66,66,0,0,2
29,174,76,66,66,625000,11000,3
33,191,85,66,66,300000,4000,2
32,180,72,66,66,475000,14000,3
31,192,86,66,66,425000,5000,1
31,171,71,66,66,475000,3000,3
31,191,89,66,66,425000,2000,1
34,182,80,66,66,275000,3000,1
32,179,78,66,66,425000,4000,2
35,185,88,66,66,300000,800,2
36,184,74,66,66,230000,5000,3
31,179,70,66,66,475000,2000,2
30,189,85,66,66,425000,6000,1
33,181,72,66,66,400000,8000,3
30,174,62,66,66,500000,3000,3
31,169,70,66,66,575000,4000,3
31,196,80,66,66,575000,3000,2
34,187,86,66,66,240000,2000,2
29,193,75,66,66,650000,4000,2
31,174,77,66,66,550000,3000,3
31,177,72,66,66,575000,2000,3
33,178,73,66,66,300000,2000,2
32,184,79,66,66,425000,4000,2
33,186,80,66,66,325000,3000,2
28,181,86,66,66,650000,20000,3
30,188,82,66,66,525000,5000,2
31,182,74,66,66,475000,3000,2
31,180,67,66,66,475000,2000,3
34,178,68,66,66,230000,2000,2
32,183,75,66,66,425000,4000,2
30,184,78,66,66,525000,3000,2
31,178,75,66,66,575000,3000,3
30,170,75,66,66,600000,5000,3
28,169,76,66,66,550000,4000,3
31,175,74,66,66,575000,4000,3
32,181,73,66,66,525000,5000,2
32,194,88,66,66,525000,3000,2
32,180,68,66,66,400000,1000,2
28,170,64,66,66,650000,1000,3
30,178,72,66,66,500000,4000,2
29,183,80,66,66,550000,3000,2
29,184,75,66,66,550000,4000,2
28,183,77,66,66,550000,4000,2
30,185,70,66,66,525000,3000,2
29,184,78,66,66,525000,8000,2
29,185,75,66,66,525000,5000,2
31,180,74,66,66,575000,4000,2
31,172,68,66,66,575000,3000,3
30,192,73,66,66,600000,1000,3
33,174,70,66,66,325000,1000,3
33,185,79,66,66,300000,3000,2
30,183,76,66,66,625000,4000,2
30,175,70,66,66,500000,4000,2
33,177,68,66,66,400000,2000,3
33,192,103,66,66,350000,2000,1
30,191,75,66,66,525000,3000,2
28,178,78,66,66,575000,3000,2
32,173,71,66,66,400000,3000,2
32,178,74,66,66,400000,1000,2
31,182,80,66,66,475000,3000,2
31,178,72,66,66,475000,3000,3
29,185,86,66,66,650000,2000,3
29,195,80,66,66,550000,3000,2
29,188,84,66,66,550000,2000,2
29,187,82,66,66,450000,2000,1
30,182,72,66,66,500000,2000,2
31,180,74,66,66,575000,2000,3
